COUNTY,TODAYS_DATE,HOSPITALIZED_COVID_CONFIRMED_PATIENTS,HOSPITALIZED_SUSPECTED_COVID_PATIENTS,HOSPITALIZED_COVID_PATIENTS,ALL_HOSPITAL_BEDS,ICU_COVID_CONFIRMED_PATIENTS,ICU_SUSPECTED_COVID_PATIENTS,ICU_AVAILABLE_BEDS
El Dorado,2021-01-11,46,0,46,190,9,0,7
Tuolumne,2021-01-11,8,0,8,84,2,0,2
Kings,2021-01-11,88,1,89,132,12,0,1
Amador,2021-01-11,8,0,8,52,3,0,0
Butte,2021-01-11,72,1,73,451,12,0,11
San Diego,2021-01-11,1725,61,1786,6558,436,5,150
San Luis Obispo,2021-01-11,46,0,46,460,8,0,21
San Bernardino,2021-01-11,1692,87,1779,3794,341,12,35
Orange,2021-01-11,2200,47,2247,5981,535,5,87
Marin,2021-01-11,32,3,35,339,7,0,13
Imperial,2021-01-11,148,0,148,262,68,0,24
Fresno,2021-01-11,647,37,684,1569,102,0,13
Sacramento,2021-01-11,492,26,518,2618,120,6,83
Humboldt,2021-01-11,13,1,14,274,4,0,12
Placer,2021-01-11,184,14,198,751,30,0,4
Shasta,2021-01-11,52,2,54,567,6,0,4
Calaveras,2021-01-11,12,0,12,33,4,0,4
Modoc,2021-01-11,1,0,1,11,0,0,0
Napa,2021-01-11,28,1,29,204,12,0,2
Tehama,2021-01-11,15,0,15,59,3,0,0
Tulare,2021-01-11,215,6,221,677,27,3,6
Contra Costa,2021-01-11,266,13,279,1596,70,2,31
Del Norte,2021-01-11,1,0,1,51,0,0,2
Alameda,2021-01-12,430,38,468,2505,107,5,61
Santa Barbara,2021-01-12,199,10,209,598,54,3,16
Kings,2021-01-12,96,1,97,137,14,0,0
Butte,2021-01-12,67,1,68,451,8,0,9
Yolo,2021-01-12,30,0,30,169,9,0,18
Monterey,2021-01-12,207,4,211,717,25,0,27
Riverside,2021-01-12,1636,125,1761,3569,363,10,15
Marin,2021-01-12,31,2,33,346,6,0,15
Siskiyou,2021-01-12,5,2,7,56,3,0,7
San Benito,2021-01-12,19,0,19,25,7,0,0
Trinity,2021-01-12,0,0,0,25,0,0,0
Fresno,2021-01-12,645,30,675,1571,109,2,9
Ventura,2021-01-12,448,14,462,1195,83,3,22
Merced,2021-01-12,51,0,51,271,17,0,1
San Diego,2021-01-12,1721,69,1790,6552,434,8,135
San Luis Obispo,2021-01-12,55,2,57,460,7,0,18
Lake,2021-01-12,7,1,8,77,3,0,2
Santa Clara,2021-01-12,687,16,703,3168,157,2,33
Sonoma,2021-01-12,102,8,110,666,17,3,9
Placer,2021-01-12,171,15,186,748,26,1,9
Tulare,2021-01-12,206,9,215,677,26,2,6
Shasta,2021-01-12,53,2,55,567,6,0,5
San Francisco,2021-01-12,259,14,273,2142,63,5,52
Nevada,2021-01-12,12,0,12,125,3,0,4
Glenn,2021-01-12,6,0,6,47,0,0,0
Humboldt,2021-01-12,15,6,21,274,4,0,4
Inyo,2021-01-12,4,0,4,29,0,0,4
Imperial,2021-01-12,142,2,144,262,61,0,24
Plumas,2021-01-12,1,0,1,35,0,0,0
Mendocino,2021-01-12,17,0,17,113,4,0,2
Kern,2021-01-12,441,10,451,1164,108,0,18
Sacramento,2021-01-12,492,23,515,2652,115,3,71
Los Angeles,2021-01-12,7906,295,8201,19619,1699,28,376
San Bernardino,2021-01-12,1703,91,1794,3813,347,12,41
Stanislaus,2021-01-12,359,10,369,1306,81,1,11
Mariposa,2021-01-12,0,0,0,15,0,0,0
Orange,2021-01-12,2180,42,2222,5964,544,4,85
Napa,2021-01-12,30,1,31,207,14,0,0
Colusa,2021-01-12,8,0,8,48,0,0,5
San Mateo,2021-01-12,194,11,205,755,42,1,18
Lassen,2021-01-12,3,0,3,25,0,0,0
Amador,2021-01-12,8,0,8,52,4,0,0
Contra Costa,2021-01-12,263,7,270,1588,68,2,27
Madera,2021-01-12,46,4,50,288,12,0,2
Sutter,2021-01-12,0,0,0,14,0,0,0
Tuolumne,2021-01-12,8,0,8,84,2,0,3
Yuba,2021-01-12,55,0,55,261,15,0,1
Del Norte,2021-01-12,1,0,1,51,0,0,1
Santa Cruz,2021-01-12,72,0,72,372,13,0,1
El Dorado,2021-01-12,42,0,42,190,9,0,6
Solano,2021-01-12,176,17,193,618,48,4,3
Mono,2021-01-12,0,0,0,17,0,0,2
San Joaquin,2021-01-12,321,14,335,918,84,1,1
Calaveras,2021-01-12,12,0,12,33,4,0,4
Modoc,2021-01-12,0,0,0,11,0,0,0
Tehama,2021-01-12,12,0,12,59,4,0,0
Nevada,2021-01-13,14,0,14,136,4,0,5
San Luis Obispo,2021-01-13,57,2,59,460,7,0,16
Contra Costa,2021-01-13,250,10,260,1600,61,1,40
Sacramento,2021-01-13,494,16,510,2638,114,3,58
Humboldt,2021-01-13,13,4,17,274,3,0,8
Ventura,2021-01-13,448,13,461,1180,86,3,23
Tulare,2021-01-13,200,11,211,677,26,4,8
Lassen,2021-01-13,5,0,5,25,0,0,0
Inyo,2021-01-13,5,0,5,29,0,0,4
San Bernardino,2021-01-13,1678,73,1751,3849,344,9,29
Santa Barbara,2021-01-13,197,6,203,598,53,2,17
Yolo,2021-01-13,30,0,30,169,9,0,24
Del Norte,2021-01-13,2,0,2,51,1,0,0
Mono,2021-01-13,0,0,0,17,0,0,2
Los Angeles,2021-01-13,7715,371,8086,19629,1677,40,319
Butte,2021-01-13,66,0,66,451,8,0,11
Stanislaus,2021-01-13,345,8,353,1300,78,0,11
Santa Clara,2021-01-13,669,23,692,3160,157,5,30
Santa Cruz,2021-01-13,79,0,79,372,14,0,0
Siskiyou,2021-01-13,8,0,8,56,3,0,7
Kings,2021-01-13,95,1,96,135,12,1,1
Alameda,2021-01-13,437,55,492,2527,116,7,59
Modoc,2021-01-13,0,0,0,11,0,0,0
Riverside,2021-01-13,1584,117,1701,3509,367,9,11
Sutter,2021-01-13,0,0,0,14,0,0,0
Glenn,2021-01-13,6,2,8,47,0,0,0
Tehama,2021-01-13,13,0,13,59,3,0,0
Amador,2021-01-13,7,0,7,52,4,0,0
Plumas,2021-01-13,1,0,1,35,0,0,0
Colusa,2021-01-13,7,0,7,48,0,0,5
Madera,2021-01-13,52,9,61,279,11,0,3
Merced,2021-01-13,46,0,46,271,14,0,3
Orange,2021-01-13,2169,55,2224,5999,544,5,87
Solano,2021-01-13,173,11,184,622,49,2,2
Fresno,2021-01-13,623,21,644,1567,92,2,11
Napa,2021-01-13,29,2,31,206,14,1,0
Mendocino,2021-01-13,16,0,16,115,4,0,2
Monterey,2021-01-13,211,2,213,717,26,0,21
Tuolumne,2021-01-13,7,0,7,84,3,0,3
Yuba,2021-01-13,53,0,53,261,15,0,0
Marin,2021-01-13,31,2,33,343,6,0,16
Calaveras,2021-01-13,9,0,9,33,3,0,5
San Diego,2021-01-13,1719,56,1775,6557,428,7,138
Placer,2021-01-13,165,12,177,754,28,2,8
Lake,2021-01-13,8,1,9,77,3,0,2
San Benito,2021-01-13,19,0,19,25,7,0,0
Mariposa,2021-01-13,1,0,1,14,0,0,0
El Dorado,2021-01-13,37,0,37,190,11,0,5
San Mateo,2021-01-13,193,9,202,753,42,0,16
Shasta,2021-01-13,54,2,56,567,5,0,8
Imperial,2021-01-13,140,3,143,263,62,0,0
Sonoma,2021-01-13,100,0,100,682,20,0,8
San Francisco,2021-01-13,257,9,266,2128,61,3,52
San Joaquin,2021-01-13,309,12,321,924,77,2,0
Trinity,2021-01-13,0,0,0,25,0,0,0
Kern,2021-01-13,436,10,446,1166,98,0,16
Shasta,2021-01-14,55,0,55,567,5,0,17
Lake,2021-01-14,12,0,12,62,4,0,0
Orange,2021-01-14,2102,54,2156,5950,532,7,91
Stanislaus,2021-01-14,355,5,360,1306,77,0,10
Madera,2021-01-14,49,3,52,279,11,0,3
Riverside,2021-01-14,1563,129,1692,3492,353,8,13
San Francisco,2021-01-14,244,9,253,2120,63,2,50
Calaveras,2021-01-14,11,0,11,33,5,0,3
Humboldt,2021-01-14,11,1,12,274,3,0,6
San Mateo,2021-01-14,196,8,204,769,39,0,20
Sutter,2021-01-14,0,0,0,14,0,0,0
Placer,2021-01-14,163,5,168,751,26,1,7
Kings,2021-01-14,89,1,90,136,9,1,3
Del Norte,2021-01-14,2,0,2,51,1,0,2
San Benito,2021-01-14,19,0,19,25,7,0,0
San Diego,2021-01-14,1728,57,1785,6553,427,5,141
Inyo,2021-01-14,4,0,4,29,0,0,4
Solano,2021-01-14,170,16,186,641,47,4,6
San Bernardino,2021-01-14,1660,63,1723,3841,343,9,36
Colusa,2021-01-14,6,0,6,48,1,0,4
Contra Costa,2021-01-14,257,19,276,1588,62,2,35
Trinity,2021-01-14,0,0,0,25,0,0,0
Kern,2021-01-14,435,10,445,1168,80,0,23
Mendocino,2021-01-14,16,0,16,121,4,0,2
Lassen,2021-01-14,4,0,4,25,0,0,0
Marin,2021-01-14,35,3,38,344,6,1,9
Santa Barbara,2021-01-14,192,4,196,598,52,1,24
Los Angeles,2021-01-14,7597,300,7897,19626,1675,25,297
Merced,2021-01-14,47,0,47,271,17,0,2
San Joaquin,2021-01-14,315,8,323,928,82,1,6
Nevada,2021-01-14,14,0,14,128,4,0,0
Yuba,2021-01-14,58,0,58,261,18,0,1
San Luis Obispo,2021-01-14,57,1,58,460,9,0,18
Alameda,2021-01-14,437,52,489,2528,119,7,59
Amador,2021-01-14,10,0,10,52,4,0,0
Santa Clara,2021-01-14,647,21,668,3144,150,4,31
Tulare,2021-01-14,199,8,207,677,26,0,6
Tehama,2021-01-14,13,0,13,59,2,0,1
Mono,2021-01-14,0,0,0,17,0,0,2
Fresno,2021-01-14,614,34,648,1562,107,2,14
Ventura,2021-01-14,434,12,446,1183,88,3,23
Yolo,2021-01-14,30,0,30,169,13,0,23
Napa,2021-01-14,26,2,28,211,13,1,2
Siskiyou,2021-01-14,5,0,5,56,0,0,3
Monterey,2021-01-14,209,7,216,717,24,0,19
Sacramento,2021-01-14,469,17,486,2630,124,4,67
Sonoma,2021-01-14,94,6,100,657,18,0,8
Imperial,2021-01-14,148,2,150,263,61,0,0
Plumas,2021-01-14,2,0,2,35,0,0,0
Glenn,2021-01-14,6,1,7,47,0,0,0
Modoc,2021-01-14,0,0,0,11,0,0,0
Butte,2021-01-14,70,0,70,451,8,0,12
El Dorado,2021-01-14,34,0,34,190,9,0,6
Santa Cruz,2021-01-14,80,0,80,372,12,0,0
Mariposa,2021-01-14,1,0,1,14,0,0,0
Tuolumne,2021-01-14,5,0,5,84,3,0,2
Alameda,2021-01-15,422,48,470,2521,119,6,59
Modoc,2021-01-15,0,0,0,11,0,0,0
Mono,2021-01-15,0,0,0,17,0,0,2
Napa,2021-01-15,22,0,22,211,10,0,2
Los Angeles,2021-01-15,7498,328,7826,19646,1709,38,286
San Mateo,2021-01-15,190,6,196,759,45,0,19
Trinity,2021-01-15,0,0,0,25,0,0,0
Tehama,2021-01-15,14,0,14,59,2,0,0
Placer,2021-01-15,159,11,170,751,26,0,11
Kern,2021-01-15,418,9,427,1186,82,0,18
San Luis Obispo,2021-01-15,54,0,54,460,9,0,16
Butte,2021-01-15,68,0,68,451,8,0,8
Colusa,2021-01-15,15,0,15,48,0,0,5
San Benito,2021-01-15,17,0,17,25,5,0,0
Riverside,2021-01-15,1567,121,1688,3441,356,11,25
Santa Cruz,2021-01-15,81,0,81,372,12,0,0
Stanislaus,2021-01-15,352,10,362,1307,80,1,13
Tuolumne,2021-01-15,6,0,6,85,3,0,2
Madera,2021-01-15,49,9,58,279,16,1,1
Orange,2021-01-15,2065,45,2110,5922,542,3,97
San Diego,2021-01-15,1720,65,1785,6509,425,10,148
Del Norte,2021-01-15,1,0,1,51,0,0,3
Kings,2021-01-15,88,2,90,133,10,1,0
Lake,2021-01-15,13,0,13,62,3,0,1
San Francisco,2021-01-15,240,4,244,2123,65,2,53
Tulare,2021-01-15,203,9,212,673,27,0,5
Sacramento,2021-01-15,461,12,473,2624,122,3,67
Fresno,2021-01-15,580,25,605,1561,85,5,27
El Dorado,2021-01-15,36,2,38,190,9,0,6
Calaveras,2021-01-15,7,0,7,33,4,0,4
San Bernardino,2021-01-15,1602,64,1666,3870,331,5,52
Sonoma,2021-01-15,101,3,104,680,21,0,4
Amador,2021-01-15,14,0,14,52,7,0,0
Santa Barbara,2021-01-15,196,6,202,598,48,1,28
Merced,2021-01-15,54,0,54,271,15,0,3
Lassen,2021-01-15,4,0,4,25,0,0,0
Yuba,2021-01-15,53,1,54,261,18,0,1
Sutter,2021-01-15,0,0,0,14,0,0,0
Siskiyou,2021-01-15,5,0,5,56,0,0,6
San Joaquin,2021-01-15,296,5,301,922,79,0,2
Marin,2021-01-15,36,2,38,340,8,0,10
Santa Clara,2021-01-15,654,18,672,3135,148,4,37
Nevada,2021-01-15,12,0,12,129,4,0,1
Imperial,2021-01-15,135,4,139,264,62,0,0
Inyo,2021-01-15,2,0,2,29,0,0,2
Mariposa,2021-01-15,1,0,1,14,0,0,0
Yolo,2021-01-15,28,0,28,114,11,0,2
Shasta,2021-01-15,52,0,52,567,5,0,15
Monterey,2021-01-15,217,2,219,717,27,0,4
Plumas,2021-01-15,2,0,2,35,0,0,0
Humboldt,2021-01-15,10,1,11,274,3,0,6
Glenn,2021-01-15,7,1,8,47,0,0,0
Ventura,2021-01-15,440,11,451,1181,87,2,24
Solano,2021-01-15,168,17,185,614,43,1,2
Mendocino,2021-01-15,13,1,14,118,2,0,6
Contra Costa,2021-01-15,274,15,289,1600,57,2,45
Stanislaus,2021-01-16,331,8,339,1302,79,0,13
San Joaquin,2021-01-16,296,20,316,927,79,0,7
San Mateo,2021-01-16,180,4,184,720,43,0,17
Mendocino,2021-01-16,15,1,16,121,3,0,6
Ventura,2021-01-16,434,5,439,1165,84,1,27
Tuolumne,2021-01-16,9,0,9,85,3,0,0
Placer,2021-01-16,154,7,161,751,28,1,10
Colusa,2021-01-16,16,0,16,48,0,0,5
Modoc,2021-01-16,0,0,0,11,0,0,0
Santa Clara,2021-01-16,635,17,652,3139,138,5,41
Shasta,2021-01-16,58,0,58,567,6,0,13
Fresno,2021-01-16,576,24,600,1555,88,0,13
Orange,2021-01-16,2026,52,2078,5968,538,2,79
San Bernardino,2021-01-16,1523,74,1597,3589,325,7,40
Sacramento,2021-01-16,444,18,462,2636,120,5,68
Solano,2021-01-16,166,13,179,601,45,1,3
Imperial,2021-01-16,138,0,138,264,57,0,0
Lake,2021-01-16,16,0,16,62,6,0,2
Mariposa,2021-01-16,2,0,2,14,0,0,0
Madera,2021-01-16,47,8,55,281,17,0,0
Nevada,2021-01-16,10,0,10,140,3,0,0
San Francisco,2021-01-16,239,7,246,2131,55,2,57
Santa Barbara,2021-01-16,195,7,202,598,48,1,20
Santa Cruz,2021-01-16,84,0,84,372,12,0,0
Glenn,2021-01-16,7,1,8,47,0,0,0
Yolo,2021-01-16,28,0,28,114,12,0,2
Kings,2021-01-16,87,1,88,135,10,0,2
Monterey,2021-01-16,209,1,210,717,27,0,14
San Benito,2021-01-16,18,0,18,25,6,0,0
Merced,2021-01-16,64,0,64,271,17,0,1
Mono,2021-01-16,0,0,0,17,0,0,2
Plumas,2021-01-16,2,0,2,35,0,0,0
Tehama,2021-01-16,15,0,15,59,3,0,0
Humboldt,2021-01-16,10,1,11,274,3,0,6
San Diego,2021-01-16,1696,65,1761,6472,416,8,147
Del Norte,2021-01-16,2,0,2,51,0,0,2
Napa,2021-01-16,21,0,21,206,9,0,4
Sutter,2021-01-16,0,0,0,14,0,0,0
Los Angeles,2021-01-16,7328,296,7624,19425,1720,30,281
Amador,2021-01-16,14,1,15,52,6,0,0
Siskiyou,2021-01-16,5,0,5,56,0,0,6
Yuba,2021-01-16,54,0,54,261,16,0,3
El Dorado,2021-01-16,32,1,33,190,11,0,3
Tulare,2021-01-16,204,8,212,651,28,0,6
Inyo,2021-01-16,3,0,3,29,0,0,2
Riverside,2021-01-16,1560,107,1667,3386,348,23,17
Lassen,2021-01-16,4,0,4,25,0,0,0
Alameda,2021-01-16,446,48,494,2516,121,7,64
Butte,2021-01-16,71,0,71,451,9,0,7
Kern,2021-01-16,407,4,411,1160,89,0,17
Contra Costa,2021-01-16,265,14,279,1349,58,2,24
Calaveras,2021-01-16,6,0,6,33,4,0,4
Marin,2021-01-16,29,1,30,333,7,0,5
Sonoma,2021-01-16,97,6,103,691,20,0,13
San Luis Obispo,2021-01-16,45,0,45,460,8,0,17
Trinity,2021-01-16,0,0,0,25,0,0,0
Yolo,2021-01-17,28,0,28,114,12,0,1
Riverside,2021-01-17,1524,122,1646,3400,339,12,13
Nevada,2021-01-17,10,1,11,140,3,0,2
Calaveras,2021-01-17,6,0,6,33,3,0,5
Santa Clara,2021-01-17,613,19,632,3131,148,6,38
Marin,2021-01-17,28,0,28,329,8,0,9
San Joaquin,2021-01-17,291,10,301,919,79,0,7
Sonoma,2021-01-17,101,6,107,662,17,1,15
San Mateo,2021-01-17,186,4,190,730,47,0,14
Butte,2021-01-17,64,0,64,451,7,0,11
Inyo,2021-01-17,2,0,2,29,0,0,2
San Luis Obispo,2021-01-17,50,0,50,460,8,0,19
Tehama,2021-01-17,14,0,14,59,3,0,1
Ventura,2021-01-17,430,5,435,1177,81,4,27
Orange,2021-01-17,1964,51,2015,5913,538,3,86
Amador,2021-01-17,14,0,14,52,7,0,0
Fresno,2021-01-17,562,23,585,1549,91,1,16
Placer,2021-01-17,152,13,165,754,23,0,18
Humboldt,2021-01-17,10,1,11,274,3,1,4
Mono,2021-01-17,0,0,0,17,0,0,2
Merced,2021-01-17,65,0,65,271,20,0,0
Santa Barbara,2021-01-17,208,13,221,598,48,4,13
Siskiyou,2021-01-17,2,0,2,56,1,1,3
Imperial,2021-01-17,131,0,131,234,55,0,2
Santa Cruz,2021-01-17,83,1,84,372,12,0,0
Sacramento,2021-01-17,441,19,460,2613,121,5,71
San Bernardino,2021-01-17,1511,51,1562,3575,322,6,49
Yuba,2021-01-17,55,0,55,261,17,0,2
Solano,2021-01-17,172,13,185,616,42,1,6
Colusa,2021-01-17,14,0,14,48,0,0,5
Lassen,2021-01-17,2,0,2,25,0,0,0
Tulare,2021-01-17,202,7,209,651,27,0,14
Mariposa,2021-01-17,2,0,2,14,0,0,0
Glenn,2021-01-17,5,3,8,47,0,0,0
Shasta,2021-01-17,54,0,54,567,6,0,15
Alameda,2021-01-17,458,44,502,2503,115,9,70
Kern,2021-01-17,416,5,421,1154,88,0,19
Modoc,2021-01-17,0,0,0,11,0,0,0
Del Norte,2021-01-17,1,0,1,51,0,0,2
El Dorado,2021-01-17,33,0,33,190,10,0,6
Los Angeles,2021-01-17,7322,302,7624,19322,1728,39,263
Madera,2021-01-17,53,11,64,281,15,1,0
Contra Costa,2021-01-17,266,18,284,1455,59,1,29
Stanislaus,2021-01-17,331,10,341,1305,79,0,14
Kings,2021-01-17,92,1,93,137,13,0,2
Lake,2021-01-17,16,0,16,63,5,0,3
San Francisco,2021-01-17,242,5,247,2127,57,2,67
Trinity,2021-01-17,0,0,0,25,0,0,0
Mendocino,2021-01-17,13,0,13,109,3,0,4
Monterey,2021-01-17,213,3,216,717,28,0,10
Tuolumne,2021-01-17,10,0,10,85,2,0,2
San Benito,2021-01-17,18,0,18,25,6,0,0
Sutter,2021-01-17,0,0,0,14,0,0,0
San Diego,2021-01-17,1664,69,1733,6467,412,10,150
Plumas,2021-01-17,1,0,1,35,0,0,0
Napa,2021-01-17,27,0,27,196,11,0,2
San Luis Obispo,2021-01-18,56,0,56,460,7,0,19
Colusa,2021-01-18,15,0,15,48,0,0,5
San Joaquin,2021-01-18,303,3,306,914,81,0,7
Santa Barbara,2021-01-18,205,9,214,598,49,2,14
Solano,2021-01-18,165,9,174,605,43,0,7
Humboldt,2021-01-18,12,3,15,274,4,0,6
Yolo,2021-01-18,30,0,30,117,10,0,0
Marin,2021-01-18,29,1,30,332,9,0,8
Sonoma,2021-01-18,94,12,106,645,18,0,13
Kings,2021-01-18,94,1,95,137,11,0,4
Los Angeles,2021-01-18,7253,347,7600,19317,1693,43,290
Butte,2021-01-18,63,1,64,451,8,0,12
Stanislaus,2021-01-18,336,13,349,1300,77,0,17
Imperial,2021-01-18,134,0,134,234,57,0,2
Santa Clara,2021-01-18,611,18,629,3097,145,1,33
San Mateo,2021-01-18,187,7,194,738,43,0,19
San Bernardino,2021-01-18,1487,40,1527,3627,327,13,60
San Benito,2021-01-18,18,0,18,25,6,0,0
Merced,2021-01-18,62,0,62,271,21,0,0
Inyo,2021-01-18,2,1,3,29,1,0,2
Siskiyou,2021-01-18,2,0,2,56,0,0,4
Tulare,2021-01-18,201,7,208,653,26,0,14
Lassen,2021-01-18,4,0,4,25,0,0,0
San Francisco,2021-01-18,241,2,243,2127,60,0,72
Tuolumne,2021-01-18,9,0,9,85,1,0,2
Trinity,2021-01-18,0,0,0,25,0,0,0
Glenn,2021-01-18,5,3,8,47,0,0,0
Lake,2021-01-18,16,0,16,63,4,0,2
El Dorado,2021-01-18,25,0,25,190,9,0,8
Sutter,2021-01-18,0,0,0,14,0,0,0
Yuba,2021-01-18,54,0,54,261,20,0,1
Kern,2021-01-18,418,7,425,1153,88,0,25
Alameda,2021-01-18,445,40,485,2480,119,5,72
Calaveras,2021-01-18,6,0,6,33,2,0,5
Shasta,2021-01-18,53,0,53,567,7,0,16
Placer,2021-01-18,148,18,166,754,24,1,11
Amador,2021-01-18,14,0,14,52,6,0,0
Fresno,2021-01-18,554,26,580,1560,99,4,9
Mono,2021-01-18,0,0,0,17,0,0,0
Mendocino,2021-01-18,12,1,13,98,3,0,5
Plumas,2021-01-18,1,0,1,35,0,0,0
Sacramento,2021-01-18,452,20,472,2632,130,4,67
Tehama,2021-01-18,14,0,14,59,3,0,3
Santa Cruz,2021-01-18,78,1,79,372,12,0,0
Contra Costa,2021-01-18,268,13,281,1453,56,1,24
Napa,2021-01-18,27,0,27,204,8,0,2
Riverside,2021-01-18,1524,127,1651,3425,344,12,23
Nevada,2021-01-18,8,0,8,132,3,0,4
Modoc,2021-01-18,0,0,0,12,0,0,0
Orange,2021-01-18,2007,61,2068,5914,523,5,76
Ventura,2021-01-18,426,7,433,1179,80,2,33
Monterey,2021-01-18,201,4,205,717,29,0,10
Del Norte,2021-01-18,1,0,1,51,0,0,3
San Diego,2021-01-18,1632,73,1705,6483,414,7,168
Madera,2021-01-18,58,5,63,281,13,0,0
Mariposa,2021-01-18,2,0,2,14,0,0,0
Sutter,2021-01-19,0,0,0,14,0,0,0
Del Norte,2021-01-19,1,0,1,51,0,0,2
Lassen,2021-01-19,5,0,5,25,0,0,0
Mariposa,2021-01-19,1,0,1,14,0,0,0
Tuolumne,2021-01-19,9,0,9,84,1,0,2
Napa,2021-01-19,28,0,28,202,8,0,1
Ventura,2021-01-19,420,14,434,1172,83,1,21
Glenn,2021-01-19,6,2,8,47,0,0,0
Plumas,2021-01-19,1,0,1,35,0,0,0
San Bernardino,2021-01-19,1477,51,1528,3555,325,2,56
Amador,2021-01-19,12,0,12,52,5,0,0
Sacramento,2021-01-19,447,25,472,2623,128,4,66
Contra Costa,2021-01-19,276,10,286,1348,62,2,21
Butte,2021-01-19,61,0,61,451,9,0,7
Siskiyou,2021-01-19,2,0,2,56,0,0,5
Mono,2021-01-19,0,0,0,17,0,0,1
Santa Cruz,2021-01-19,70,1,71,372,10,0,0
Orange,2021-01-19,1975,43,2018,5969,527,7,74
Stanislaus,2021-01-19,325,17,342,1305,77,0,17
Marin,2021-01-19,31,2,33,330,10,0,9
Tehama,2021-01-19,16,0,16,59,3,0,0
Nevada,2021-01-19,10,0,10,119,3,0,2
Riverside,2021-01-19,1514,126,1640,3429,335,8,34
Modoc,2021-01-19,0,2,2,12,0,0,0
Fresno,2021-01-19,551,22,573,1579,84,2,9
Shasta,2021-01-19,52,0,52,567,7,0,16
Monterey,2021-01-19,183,5,188,717,30,0,12
San Diego,2021-01-19,1658,62,1720,6496,438,3,164
San Francisco,2021-01-19,243,4,247,2106,62,0,69
Tulare,2021-01-19,201,13,214,669,21,1,15
Imperial,2021-01-19,122,0,122,234,52,0,2
Merced,2021-01-19,62,0,62,271,19,0,2
Inyo,2021-01-19,1,0,1,29,0,0,2
San Mateo,2021-01-19,192,6,198,746,42,1,16
San Luis Obispo,2021-01-19,61,0,61,460,7,0,19
Yuba,2021-01-19,50,0,50,261,16,0,3
Madera,2021-01-19,57,7,64,281,15,0,0
Mendocino,2021-01-19,16,1,17,115,4,0,5
Kern,2021-01-19,403,2,405,1170,86,0,29
Placer,2021-01-19,149,13,162,757,26,2,8
Santa Barbara,2021-01-19,206,9,215,598,52,2,14
Yolo,2021-01-19,30,0,30,121,8,0,0
Humboldt,2021-01-19,11,3,14,274,4,0,7
Lake,2021-01-19,17,0,17,62,5,0,1
San Benito,2021-01-19,19,0,19,25,7,0,0
Calaveras,2021-01-19,4,0,4,33,2,0,5
Alameda,2021-01-19,443,47,490,2491,123,5,70
El Dorado,2021-01-19,22,0,22,190,4,0,5
Los Angeles,2021-01-19,7263,308,7571,19445,1692,29,296
Colusa,2021-01-19,17,0,17,48,0,0,5
Solano,2021-01-19,158,10,168,587,38,0,6
Sonoma,2021-01-19,99,4,103,648,19,1,18
Trinity,2021-01-19,0,0,0,25,0,0,0
Kings,2021-01-19,93,1,94,134,10,1,2
Santa Clara,2021-01-19,604,16,620,3140,145,5,37
San Joaquin,2021-01-19,305,9,314,923,78,0,4
Mono,2021-01-20,1,0,1,17,0,0,2
Sonoma,2021-01-20,98,5,103,640,20,0,18
Tuolumne,2021-01-20,9,0,9,84,2,0,2
Butte,2021-01-20,51,0,51,451,8,0,9
Kings,2021-01-20,87,0,87,137,9,0,4
Fresno,2021-01-20,560,29,589,1604,84,2,7
Sutter,2021-01-20,0,0,0,14,0,0,0
Humboldt,2021-01-20,14,4,18,276,5,0,8
Madera,2021-01-20,52,4,56,281,16,0,0
Monterey,2021-01-20,162,1,163,717,28,0,16
Placer,2021-01-20,138,13,151,762,25,1,11
Mendocino,2021-01-20,14,1,15,113,3,0,6
San Francisco,2021-01-20,234,9,243,2122,58,0,55
Trinity,2021-01-20,0,0,0,25,0,0,0
Mariposa,2021-01-20,0,0,0,14,0,0,0
San Joaquin,2021-01-20,296,5,301,928,78,0,5
Tehama,2021-01-20,17,0,17,59,3,0,0
Napa,2021-01-20,26,0,26,205,7,0,1
Lassen,2021-01-20,5,0,5,25,0,0,0
Santa Cruz,2021-01-20,69,3,72,372,9,0,0
Shasta,2021-01-20,50,0,50,567,5,0,17
Santa Barbara,2021-01-20,204,8,212,603,52,1,14
San Luis Obispo,2021-01-20,56,0,56,460,10,0,16
Yuba,2021-01-20,44,0,44,261,16,0,2
San Bernardino,2021-01-20,1434,50,1484,3680,314,3,50
Orange,2021-01-20,1935,45,1980,5975,517,6,70
Stanislaus,2021-01-20,322,11,333,1302,73,0,16
Sacramento,2021-01-20,436,25,461,2618,126,1,64
Glenn,2021-01-20,6,2,8,47,0,0,0
Modoc,2021-01-20,0,0,0,12,0,0,0
Inyo,2021-01-20,1,0,1,29,0,0,2
Amador,2021-01-20,15,0,15,52,6,0,0
Lake,2021-01-20,17,0,17,62,5,0,0
Solano,2021-01-20,161,9,170,597,41,0,6
Merced,2021-01-20,58,0,58,271,19,0,1
Plumas,2021-01-20,0,0,0,35,0,0,0
Del Norte,2021-01-20,1,0,1,51,1,0,1
Santa Clara,2021-01-20,595,28,623,3150,146,5,25
Yolo,2021-01-20,30,0,30,126,12,0,0
Marin,2021-01-20,28,1,29,320,9,0,10
Colusa,2021-01-20,17,0,17,48,0,0,5
Imperial,2021-01-20,118,0,118,234,59,0,1
San Diego,2021-01-20,1585,62,1647,6511,447,4,154
